company_id,name,industry,description,year_founded,employees,state,city,area,revenue,expenses,profit,growth
129,Canesailfax,Business Products & Services,"Offers strategies, seminars, online programs and personalized business coaching to help women business owners increase their profits through marketing, mindset adjustment and strategic growth techniques.",2011,15,SC,Murrells Inlet,"Georgetown, SC","$7,806,395","$5,364,670","$2,441,725",441%
130,Dongcom,Retail,"Owns and operates an online store specializing in college dorm room supplies ranging from Twin XL bedding and comforters, to trunks, mini-futons, and shower caddies.",2002,8,NY,Cheektowaga,"Buffalo-Niagara Falls, NY","$12,477,085","$2,772,159","$9,704,926",386%
131,Hatlane,Education,"Offers seminars, coaching, classes, online training, home-study courses, blogs and newsletters that teach how to earn money in real estate investment and Internet marketing.",2011,25,CA,Walnut Creek,San Francisco,"$8,738,360","$6,934,957","$1,803,402",306%
132,Hexhouse,Software,"Creates marketing software designed to replace intrusive marketing with relevant blog posts, website content and emails. Over 10,000 companies in 65 countries use HubSpot's software.",2006,668,MA,Cambridge,Boston,"$11,221,740","$1,885,810","$9,335,930",258%
133,Jobzencane,Software,"Provides software designed to crunch large sets of data and reveal analytics, insights, and patterns to business owners and strategists.",2011,40,PA,WAYNE,Philadelphia,"$8,482,411","$2,379,903","$6,102,508",368%
134,Sailtech,Software,Delivers software-driven cloud networking services for large data center and high-performance computing environments.,2012,850,CA,Santa Clara,San Jose,"$5,543,509","$4,474,647","$1,068,862",382%
135,Vilacan,Retail,"Sells packaging and shipping supplies, such as tape, cardboard boxes and bubble mailers, as well as electronics accessories under its Fenzer line.",1999,28,UT,Orem,"Provo-Orem, UT","$10,916,975","$5,973,654","$4,943,321",485%
136,Stattechno,Health,A recognized leader in pharmacogenetic testing and personalized medication management system and software with more than 25 years of DNA testing experience.,2014,80,WA,Seattle,Seattle,"$6,619,705","$7,082,936","-$463,231",403%
137,Conin,Construction,"A full-service equipment dealership that rents, sells, and services new and used heavy construction equipment.",2009,23,CA,Rancho Dominguez,Los Angeles,"$9,903,489","$6,042,545","$3,860,945",326%
138,Vaiaelectronics,Energy,Sells photovoltaic solar panels and related components and provides design and installation support for residents and businesses.,2014,6,MN,Saint Paul,Minneapolis,"$9,055,903","$6,349,125","$2,706,778",392%
139,Donelectronics,Real Estate,A residential and commercial real estate brokerage composed of over 900 agents that offer buyers and sellers a full range of residential and commercial real estate services.,2014,895,GA,Atlanta,Atlanta,"$8,109,638","$2,313,289","$5,796,349",347%
140,Rezumfind,IT Services,"Offers data management, business intelligence, custom software design and development, and technology strategy services to federal government agencies, major corporations, and small to midsize companies.",2000,50,VA,Herndon,"Washington, DC","$9,024,010","$3,101,952","$5,922,059",557%
141,Techitom,Food & Beverage,Operates seven mobile food truck and two brick and mortar units in New York City that serve Belgian Waffles,2010,30,NY,New York,New York City,"$13,245,601","$2,667,573","$10,578,028",337%
142,Bamtexon,Consumer Products & Services,"A ticket distribution partner for entertainment venues, professional sports teams, university athletic departments, concert promoters, and event producers.",2013,10,CA,Tustin,Los Angeles,"$12,577,936","$4,253,254","$8,324,681",321%
143,Xx--Fase,IT Services,An IT staffing and placement company with three locations.,2012,430,TN,Nashville,Nashville,"$9,048,981","$3,944,877","$5,104,104",437%
144,Spandom,Manufacturing,"A custom manufacturer of furniture that collaborates with clients through the engineering, prototyping, fabrication, and installation phases.",2010,13,NY,Brooklyn,New York City,"$9,127,163","$3,885,106","$5,242,057",460%
145,Zimstrip,Business Products & Services,"A national mission critical service provider that maintains and repairs the air conditioning, power supply and fire suppression systems of critical telecom, data center and health care facilities.",2014,13,TX,Irving,Dallas,"$5,908,577","$3,106,150","$2,802,427",213%
146,Stiming,IT Services,"Offers enterprise colocation, dedicated servers, virtualization, cloud hosting, and other data center services. 90% of revenue comes from our 4 main data center locations of Buffalo, Chicago, Dallas, and Los Angeles.",2014,24,NY,Williamsville,"Buffalo-Niagara Falls, NY","$4,779,076","$594,698","$4,184,379",463%
147,Tripplehow,Business Products & Services,"Provides criminal records to employment screening, tenant screening, and risk mitigation providers nationwide.",2012,66,VA,Purcellville,"Washington, DC","$8,992,759","$5,398,172","$3,594,588",374%
148,E-Can,Financial Services,"Offers mortgage loans through VA, FHA, and conventional loans in all fifty states, while protecting consumer privacy and exceeding regulatory compliance standards imposed by regulatory agencies.",2013,1628,NJ,Mount Laurel,Philadelphia,"$6,218,086","$4,958,881","$1,259,205",459%
149,Ganjadox,Human Resources,Provides flexible staffing in the skilled construction trades to contractors in the Southeast as well as on-site OSHA and other construction safety services.,2012,2800,NC,Charlotte,Charlotte,"$9,834,266","$3,615,766","$6,218,500",364%
150,Volhouse,Business Products & Services,"Designs and installs a wide variety of storage and material handling services including medication carts, pharmacy fixtures and mobile shelving.",2010,8,SC,Lexington,"Columbia, SC","$9,359,151","$3,627,536","$5,731,615",538%
151,Tonjob,Financial Services,Provides investment consulting services to the retirement plan industry.,2010,87,CA,Santa Barbara,"Santa Barbara-Santa Maria-Goleta, CA","$6,475,261","$4,364,775","$2,110,486",318%
152,Flextone,Financial Services,"A mortgage lender that underwrites and services agency- and government-backed mortgage assets, offering numerous Fannie Mae, Freddie Mac, FHA, VA, and USDA residential mortgage products.",2010,250,FL,Boca Raton,Miami,"$8,335,149","$4,494,384","$3,840,765",469%
153,Hatelectronics,Advertising & Marketing,Provides performance marketing services such as performance-based advertising and online marketing analytics to customers around the world.,2011,15,FL,Palm Beach Gardens,Miami,"$9,145,450","$6,303,002","$2,842,448",389%
154,Roundgreen,Logistics & Transportation,"An intermodal trucking company that also has a third-party logistics business and serves steamships, railroads and beneficial cargo owners.",2003,240,OH,portage,"Toledo, OH","$7,002,832","$2,338,663","$4,664,169",297%
155,Lineity,Government Services,"Provides program management, business process re-engineering, software development and systems engineering services to Federal agencies.",2006,113,MA,Billerica,Boston,"$8,621,837","$1,359,224","$7,262,613",535%
156,Voyadexon,Health,A pediatric home health services agency with a specialty in private duty nursing and skilled nursing visits for infants and children (ages birth through 20 years).,2010,545,TX,Dallas,Dallas,"$8,913,061","$6,763,554","$2,149,507",387%
157,Xn-Media,Health,"Connects patients with quality physicians, hospitals and other health specialists and facilities. An online doctor selection site enables patients choose physicians and rate the ones they've visited.",2012,104,NJ,Lyndhurst,New York City,"$7,863,279","$3,975,968","$3,887,311",330%
158,Drilldrill,Software,"Develops a platform for time and expense tracking that integrates with numerous types of accounting software and is used by staffing agencies, professional services businesses and organizations that need to comply with government regulations.",2010,30,CA,San Francisco,San Francisco,"$8,800,620","$2,785,799","$6,014,821",560%
159,Tristone,Construction,"Provides full-service construction, renovation, general contracting and professional engineering services for all levels of government as well as the private sector.",2013,43,MD,Millersville,Baltimore,"$11,755,980","$3,476,281","$8,279,699",467%
160,Goodmatlab,Human Resources,"Provides staffing and recruiting, outsourced payroll services, event staffing, customer service, and sales training.",2013,8,CO,Loveland,"Fort Collins-Loveland, CO","$8,388,784","$3,000,548","$5,388,236",465%
161,Streetelectrics,Insurance,"Operates a free-membership website for consumers that helps them find the best rates and coverage on auto, home and life insurance.",2011,340,MA,Boston,Boston,"$7,418,922","$2,890,719","$4,528,203",409%
162,Yeartechno,Media,"Enables live streaming event coverage, allowing anyone to broadcast live to the Web. LiveStream's clients include Facebook and the New York Times.",2012,143,NY,New York,New York City,"$12,883,296","$6,664,374","$6,218,922",340%
163,Spanquadin,Advertising & Marketing,"Provides digital marketing and PR consulting services, combining public relations, social media, and SEO for a broad range of clients.",2009,14,MO,Saint Louis,"St. Louis, MO-IL","$10,820,183","$6,501,246","$4,318,937",391%
164,Treeelectrics,Government Services,"Provides IT administrative, intelligence/imagery analysis and contract administration support services to the federal government. Its clients include the Department of Defense, Veterans Affairs and Homeland Security.",2013,485,VA,Clarksville,,"$12,208,678","$4,536,775","$7,671,903",464%
165,Tontam,Construction,Provides HVAC installation and repair along with a range of other home services with a promise of exceptional customer service and quality work.,2007,26,VA,Ashburn,"Washington, DC","$7,635,932","$7,119,416","$516,516",284%
166,Ganjatam,IT Services,"A global IT services providers specializing in enterprise software. Provides expertise in healthcare, public sector, manufacturing, food & beverage and retail/fashion industries.",2009,70,NJ,Iselin,New York City,"$11,195,183","$5,170,147","$6,025,037",256%
167,Sumice,Retail,"Designs and sells environmentally-friendly home goods, vacation accessories and resort apparel made from bamboo fibers.",2013,318,UT,Sandy,Salt Lake City,"$6,697,300","$5,654,472","$1,042,828",455%
